#Procedure: <__main__.SpinLabMeasurement>
#Parameters:
#	Analyzer address: None
#	DAQ address: Dev4/ao0
#	Gaussmeter address: GPIB1::12::INSTR
#	Generator address: None
#	LF Generator address: None
#	Lockin address: None
#	Multimeter address: None
#	Pulse generator address: GPIB1::23::INSTR
#	Relay address: None
#	RotationStation address: COM4
#	Sourcemeter address: GPIB1::26::INSTR
#	Switch address: None
#	Set Constant Field Value: 0 Oe
#	Delay Bias: 1 s
#	Delay Field: 0.5 s
#	Delay Lockin: 0.1 s
#	Delay sourcemeter measurement: 1 s
#	Set Field Bias Value: -40 Oe
#	Field Calibration Constant: -0.00272459
#	Field sweep step: 50 Oe
#	Gaussmeter Range: 5
#	Gaussmeter Resolution: 3 digits
#	Generator Frequency: 1e+09 Hz
#	Generator Power: -20 dBm
#	Hold the field after measurement: False
#	LF Generator Amplitude: 2 V
#	LF Generator Frequency: 330 Hz
#	Lockin Autophase: False
#	Lockin Average: 20
#	Lockin Channel 1: X
#	Lockin Channel 2: Y
#	Lockin Dynamic Reserve: Normal
#	Lockin Frequency: 384 Hz
#	Lockin Harmonic: 1
#	Lockin Input Connection: A
#	Lockin Input Coupling: AC
#	Lockin Reference Source: Internal
#	Lockin Sensitivity: 50 uV/pA
#	Lockin Sine Amplitude: 5 V
#	Lockin Time Constant: 30 ms
#	Mode: ResistanceMode
#	Use relays: True
#	FMR Mode: V-FMR
#	Harmonic mode: Field harmonic
#	4-points: False
#	Multimeter autorange: True
#	Multimeter average: 1
#	Multimeter function: DCV
#	Multimeter NPLC: 10
#	Multimeter range: 10
#	Multimeter resolution: 0.01
#	pulsegenerator channel: Channel A
#	Pulsegenerator compliance: 0.5
#	pulsegenerator duration: 0.005
#	pulsegenerator offset: 0
#	pulsegenerator pulsetype: VOLT
#	Pulsegenerator sourcerange: 5
#	Remagnetize sample: True
#	Remagnetization time: 2 s
#	Remagnetization value: -300 Oe
#	Remanency correction: False
#	Return the rotationstation: False
#	Rotation axis: Polar
#	Azimuthal constant angle: 0
#	Polar constant angle: 0
#	Sample name: 12102f_1,6
#	Vector Analyzer: VectorAnalyzer
#	Automatic Station: False
#	Set azimuthal angle: 90 Deg
#	Magnetic Field: DAQ
#	Set Constant Field Value: 10 Oe
#	Set Constant Field Value: 0 Oe
#	Gaussmeter: Lakeshore
#	RF Generator: Agilent
#	Kriostat: False
#	LF Generator: SR830
#	Lockin: SR830
#	Multimeter: none
#	Set polar angle: 0 Deg
#	Pulse Generator: Agilent 2912
#	External relay: none
#	Rotation Station: False
#	Rotation Station for constant angle: True
#	Sourcemeter: Keithley 2636
#	Switch: False
#	Sourcemeter average: 1
#	Sourcemeter bias: 0.1
#	Sourcemeter CH: Channel A
#	Sourcemeter compliance: 0.1
#	Sourcemeter limit: 2
#	Sourcemeter NPLC: 0.1
#	Sourcemeter Source: VOLT
#	Vector: -300,50,300,50,-300
#Data:
Voltage (V),Current (A),Resistance (ohm),Field (Oe),Frequency (Hz),X (V),Y (V),Phase,Polar angle (deg),Azimuthal angle (deg),Applied Voltage (V)
0.1,5.2542e-05,1903.239313311256,96.3,nan,nan,nan,nan,nan,nan,nan
0.1,5.23699e-05,1909.4938122853014,110.0,nan,nan,nan,nan,nan,nan,nan
0.1,5.25474e-05,1903.0437281387854,123.6,nan,nan,nan,nan,nan,nan,nan
0.1,5.28556e-05,1891.9471162942054,137.3,nan,nan,nan,nan,nan,nan,nan
0.1,5.30541e-05,1884.8684644542082,149.7,nan,nan,nan,nan,nan,nan,nan
0.1,5.31458e-05,1881.616233079566,163.2,nan,nan,nan,nan,nan,nan,nan
0.1,5.3327e-05,1875.22268269357,176.8,nan,nan,nan,nan,nan,nan,nan
0.1,5.34477e-05,1870.9879003212486,190.2,nan,nan,nan,nan,nan,nan,nan
0.1,5.64958e-05,1770.0430828486365,203.8,nan,nan,nan,nan,nan,nan,nan
0.1,5.65943e-05,1766.9623972732236,216.8,nan,nan,nan,nan,nan,nan,nan
0.1,5.78903e-05,1727.4051093188325,231.1,nan,nan,nan,nan,nan,nan,nan
0.1,5.82285e-05,1717.3720772473962,243.4,nan,nan,nan,nan,nan,nan,nan
0.1,5.83331e-05,1714.2925714560001,257.0,nan,nan,nan,nan,nan,nan,nan
0.1,5.84456e-05,1710.9927864544125,270.7,nan,nan,nan,nan,nan,nan,nan
0.1,5.85459e-05,1708.0615380410927,284.2,nan,nan,nan,nan,nan,nan,nan
0.1,5.89313e-05,1696.8911257684797,298.0,nan,nan,nan,nan,nan,nan,nan
0.1,5.9186e-05,1689.5887540972528,310.6,nan,nan,nan,nan,nan,nan,nan
0.1,5.91336e-05,1691.0859477522088,323.4,nan,nan,nan,nan,nan,nan,nan
0.1,5.90377e-05,1693.8329237080713,320.4,nan,nan,nan,nan,nan,nan,nan
0.1,5.89901e-05,1695.199703001012,308.1,nan,nan,nan,nan,nan,nan,nan
0.1,5.89391e-05,1696.666559211118,295.5,nan,nan,nan,nan,nan,nan,nan
0.1,5.8821e-05,1700.0731031434352,282.7,nan,nan,nan,nan,nan,nan,nan
0.1,5.87446e-05,1702.2841248387087,270.1,nan,nan,nan,nan,nan,nan,nan
0.1,5.86893e-05,1703.8881022605485,258.2,nan,nan,nan,nan,nan,nan,nan
0.1,5.85842e-05,1706.944875922177,245.4,nan,nan,nan,nan,nan,nan,nan
0.1,5.8475e-05,1710.1325352714837,232.6,nan,nan,nan,nan,nan,nan,nan
0.1,5.83397e-05,1714.098632663521,219.5,nan,nan,nan,nan,nan,nan,nan
0.1,5.82515e-05,1716.6939907126855,206.6,nan,nan,nan,nan,nan,nan,nan
0.1,5.81242e-05,1720.4537868908303,193.4,nan,nan,nan,nan,nan,nan,nan
0.1,5.79934e-05,1724.3341483686077,181.4,nan,nan,nan,nan,nan,nan,nan
0.1,5.78867e-05,1727.5125374222403,168.5,nan,nan,nan,nan,nan,nan,nan
0.1,5.77425e-05,1731.8266441529204,155.4,nan,nan,nan,nan,nan,nan,nan
0.1,5.77393e-05,1731.9226246248224,142.2,nan,nan,nan,nan,nan,nan,nan
0.1,5.74748e-05,1739.892961784991,129.0,nan,nan,nan,nan,nan,nan,nan
0.1,5.73611e-05,1743.3417420516691,116.0,nan,nan,nan,nan,nan,nan,nan
0.1,5.72476e-05,1746.7981190477856,103.4,nan,nan,nan,nan,nan,nan,nan
0.1,5.65888e-05,1767.134132549197,90.3,nan,nan,nan,nan,nan,nan,nan
0.1,5.64342e-05,1771.975149820499,77.3,nan,nan,nan,nan,nan,nan,nan
0.1,5.61447e-05,1781.112019478241,63.9,nan,nan,nan,nan,nan,nan,nan
0.1,5.54631e-05,1803.00055352117,50.7,nan,nan,nan,nan,nan,nan,nan
0.1,5.52296e-05,1810.623288960992,37.8,nan,nan,nan,nan,nan,nan,nan
0.1,5.48575e-05,1822.904798796883,25.5,nan,nan,nan,nan,nan,nan,nan
0.1,5.46726e-05,1829.069771695511,11.7,nan,nan,nan,nan,nan,nan,nan
0.1,5.45594e-05,1832.864730917129,-1.4,nan,nan,nan,nan,nan,nan,nan
0.1,5.36963e-05,1862.3257095926535,-14.6,nan,nan,nan,nan,nan,nan,nan
0.1,5.34643e-05,1870.4069818551818,-27.7,nan,nan,nan,nan,nan,nan,nan
0.1,5.55008e-05,1801.7758302583027,-41.0,nan,nan,nan,nan,nan,nan,nan
0.1,5.66645e-05,1764.773358981373,-54.3,nan,nan,nan,nan,nan,nan,nan
0.1,5.74304e-05,1741.238089931465,-66.8,nan,nan,nan,nan,nan,nan,nan
0.1,5.72591e-05,1746.447289601129,-80.3,nan,nan,nan,nan,nan,nan,nan
0.1,5.76233e-05,1735.409114021585,-93.8,nan,nan,nan,nan,nan,nan,nan
0.1,5.7836e-05,1729.026903658621,-106.9,nan,nan,nan,nan,nan,nan,nan
0.1,5.80855e-05,1721.600055091202,-120.1,nan,nan,nan,nan,nan,nan,nan
0.1,5.97339e-05,1674.0912614110246,-132.3,nan,nan,nan,nan,nan,nan,nan
0.1,5.99066e-05,1669.2651560929849,-145.5,nan,nan,nan,nan,nan,nan,nan
0.1,6.00847e-05,1664.3172055448395,-159.2,nan,nan,nan,nan,nan,nan,nan
0.1,6.01766e-05,1661.775507423151,-172.6,nan,nan,nan,nan,nan,nan,nan
0.1,6.04704e-05,1653.7016457638779,-185.8,nan,nan,nan,nan,nan,nan,nan
0.1,6.06423e-05,1649.0139720953857,-199.1,nan,nan,nan,nan,nan,nan,nan
0.1,6.07707e-05,1645.5298359242202,-212.4,nan,nan,nan,nan,nan,nan,nan
0.1,6.08531e-05,1643.3016559550788,-224.7,nan,nan,nan,nan,nan,nan,nan
0.1,6.09694e-05,1640.1670346108049,-238.1,nan,nan,nan,nan,nan,nan,nan
0.1,6.10153e-05,1638.9331856108224,-251.2,nan,nan,nan,nan,nan,nan,nan
0.1,6.10927e-05,1636.8567766688984,-264.7,nan,nan,nan,nan,nan,nan,nan
0.1,6.10977e-05,1636.7228226267111,-278.2,nan,nan,nan,nan,nan,nan,nan
0.1,6.11868e-05,1634.3394326880964,-291.6,nan,nan,nan,nan,nan,nan,nan
0.1,6.12664e-05,1632.216027055613,-304.1,nan,nan,nan,nan,nan,nan,nan
