#Procedure: <__main__.SpinLabMeasurement>
#Parameters:
#	Analyzer address: None
#	DAQ address: Dev4/ao0
#	Gaussmeter address: GPIB1::12::INSTR
#	Generator address: None
#	LF Generator address: None
#	Lockin address: None
#	Multimeter address: None
#	Pulse generator address: GPIB1::23::INSTR
#	Relay address: None
#	RotationStation address: COM4
#	Sourcemeter address: GPIB1::26::INSTR
#	Switch address: None
#	Set Constant Field Value: 0 Oe
#	Delay Bias: 1 s
#	Delay Field: 0.5 s
#	Delay Lockin: 0.1 s
#	Delay sourcemeter measurement: 1 s
#	Set Field Bias Value: 100 Oe
#	Field Calibration Constant: -0.00272459
#	Field sweep step: 50 Oe
#	Gaussmeter Range: 5
#	Gaussmeter Resolution: 3 digits
#	Generator Frequency: 1e+09 Hz
#	Generator Power: -20 dBm
#	Hold the field after measurement: False
#	LF Generator Amplitude: 2 V
#	LF Generator Frequency: 330 Hz
#	Lockin Autophase: False
#	Lockin Average: 20
#	Lockin Channel 1: X
#	Lockin Channel 2: Y
#	Lockin Dynamic Reserve: Normal
#	Lockin Frequency: 384 Hz
#	Lockin Harmonic: 1
#	Lockin Input Connection: A
#	Lockin Input Coupling: AC
#	Lockin Reference Source: Internal
#	Lockin Sensitivity: 50 uV/pA
#	Lockin Sine Amplitude: 5 V
#	Lockin Time Constant: 30 ms
#	Mode: ResistanceMode
#	Use relays: True
#	FMR Mode: V-FMR
#	Harmonic mode: Field harmonic
#	4-points: False
#	Multimeter autorange: True
#	Multimeter average: 1
#	Multimeter function: DCV
#	Multimeter NPLC: 10
#	Multimeter range: 10
#	Multimeter resolution: 0.01
#	pulsegenerator channel: Channel A
#	Pulsegenerator compliance: 0.2
#	pulsegenerator duration: 0.001
#	pulsegenerator offset: 0
#	pulsegenerator pulsetype: VOLT
#	Pulsegenerator sourcerange: 5
#	Remagnetize sample: False
#	Remagnetization time: 10 s
#	Remagnetization value: 500 Oe
#	Remanency correction: True
#	Return the rotationstation: False
#	Rotation axis: Polar
#	Azimuthal constant angle: 0
#	Polar constant angle: 0
#	Sample name: V2979b_j14
#	Vector Analyzer: VectorAnalyzer
#	Automatic Station: False
#	Set azimuthal angle: 0 Deg
#	Magnetic Field: DAQ
#	Set Constant Field Value: 10 Oe
#	Set Constant Field Value: 0 Oe
#	Gaussmeter: Lakeshore
#	RF Generator: Agilent
#	Kriostat: False
#	LF Generator: SR830
#	Lockin: SR830
#	Multimeter: none
#	Set polar angle: 90 Deg
#	Pulse Generator: Agilent 2912
#	External relay: none
#	Rotation Station: False
#	Rotation Station for constant angle: True
#	Sourcemeter: Keithley 2636
#	Switch: False
#	Sourcemeter average: 1
#	Sourcemeter bias: 0.3
#	Sourcemeter CH: Channel A
#	Sourcemeter compliance: 0.1
#	Sourcemeter limit: 2
#	Sourcemeter NPLC: 0.1
#	Sourcemeter Source: VOLT
#	Vector: -1000,50,1000,50,-1000
#Data:
Voltage (V),Current (A),Resistance (ohm),Field (Oe),Frequency (Hz),X (V),Y (V),Phase,Polar angle (deg),Azimuthal angle (deg),Applied Voltage (V)
0.3,0.00233053,128.72608376635358,455.7,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233236,128.62508360630434,502.2,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233229,128.628944084998,548.9,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233282,128.59972050994074,595.5,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233362,128.55563459346425,641.2,nan,nan,nan,nan,nan,nan,nan
0.3,0.0023337,128.55122766422417,684.7,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233434,128.51598310443208,731.2,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233517,128.47030408920978,778.0,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233486,128.48736112657718,824.4,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233503,128.47800670655195,871.2,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233522,128.46755337826843,918.0,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233637,128.4043195213087,964.5,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233479,128.49121334252757,1007.8,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233594,128.42795619750507,1054.3,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233563,128.44500199089754,1097.4,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233601,128.42410777351125,1083.6,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233591,128.4296055926812,1041.2,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233537,128.4593019521532,1000.7,nan,nan,nan,nan,nan,nan,nan
0.3,0.0023357,128.44115254527551,956.8,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233513,128.47250474277664,912.3,nan,nan,nan,nan,nan,nan,nan
0.3,0.0023359,128.43015540048802,868.0,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233496,128.48185836159934,823.3,nan,nan,nan,nan,nan,nan,nan
0.3,0.002337,128.36970474967907,778.5,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233579,128.43620359706995,734.1,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233603,128.42300826616096,692.1,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233592,128.42905578958184,647.6,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233567,128.4428022794316,602.8,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233488,128.48626053587336,557.8,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233499,128.48020762401552,512.2,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233509,128.47470547173768,466.9,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233439,128.5132304370735,424.6,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233484,128.4884617361361,379.6,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233508,128.4752556657588,334.2,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233485,128.48791142899972,288.5,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233182,128.65487044454545,243.3,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233095,128.70288937986658,200.9,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233132,128.6824631539214,152.1,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233188,128.65156011458564,109.5,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233074,128.71448552820135,64.1,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233035,128.73602677709357,18.4,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233073,128.71503777786359,-27.3,nan,nan,nan,nan,nan,nan,nan
0.3,0.00233005,128.75260187549623,-73.1,nan,nan,nan,nan,nan,nan,nan
0.3,0.002329,128.81064834693,-115.5,nan,nan,nan,nan,nan,nan,nan
0.3,0.0023291,128.8051178566828,-161.4,nan,nan,nan,nan,nan,nan,nan
0.3,0.00232893,128.81451997269133,-207.4,nan,nan,nan,nan,nan,nan,nan
0.3,0.00232782,128.8759440162899,-253.4,nan,nan,nan,nan,nan,nan,nan
0.3,0.00232894,128.81396686904773,-299.2,nan,nan,nan,nan,nan,nan,nan
0.3,0.00232835,128.84660811304144,-345.2,nan,nan,nan,nan,nan,nan,nan
0.3,0.0023281,128.86044413899745,-391.0,nan,nan,nan,nan,nan,nan,nan
0.3,0.0023275,128.89366272824918,-433.5,nan,nan,nan,nan,nan,nan,nan
0.3,0.00157616,190.33600649680233,-479.0,nan,nan,nan,nan,nan,nan,nan
0.3,0.00157246,190.78386731617974,-524.6,nan,nan,nan,nan,nan,nan,nan
0.3,0.00156879,191.2301837722066,-570.3,nan,nan,nan,nan,nan,nan,nan
0.3,0.00155998,192.31015782253615,-616.2,nan,nan,nan,nan,nan,nan,nan
0.3,0.00155957,192.36071481241623,-662.1,nan,nan,nan,nan,nan,nan,nan
0.3,0.00155828,192.51995790230254,-704.8,nan,nan,nan,nan,nan,nan,nan
0.3,0.00155869,192.4693171830191,-751.0,nan,nan,nan,nan,nan,nan,nan
0.3,0.00155901,192.42981122635518,-797.1,nan,nan,nan,nan,nan,nan,nan
0.3,0.00155955,192.3631816870251,-843.2,nan,nan,nan,nan,nan,nan,nan
0.3,0.00155993,192.31632188623848,-889.0,nan,nan,nan,nan,nan,nan,nan
